 2   274    667  137  333
 3   456   1154  152  385
 4   636   1645  159  411
 5   847   2310  169  462
 6  1026   2894  171  482
 7  1135   3625  162  518
 8  1375   4331  172  541
10 10240  28122 1024 2812
12 10462  33950  872 2829
14 10975  38687  784 2763
16 12039  44765  752 2798
18 19303  88216 1072 4901
20 19911  90070  996 4503
22 20359  98886  925 4495
24 21720 109429  905 4560
26 21530 116133  828 4467
28 21741 122877  776 4388
30 22614 117207  754 3907
32 23244 127165  726 3974
