x 0 200 400 600 800 1000 1200 1400 1600 1800 2000

P=?[trueU<=time l_1>=11] 0.0 2.50746740990139E-6 0.0018501770008055743 0.035443056734435555 0.17103256066811148 0.4078142215215535 0.6521766985879078 0.828681766509578 0.9273210777230524 0.9727768885453105 0.9908083211692765 ];

P=?[trueU<=time(l_1>=11&l_2>=11&l_3>=11)] 0.0 1.8656319233394166E-12 3.197136799720524E-9 7.556117492614124E-8 3.784681706104772E-7 8.849522450936799E-7 1.3753755608243772E-6 1.739588634142426E-6 2.038764607849211E-6 2.3665826550265716E-6 2.7465448805749215E-6
